relation_id,record_id,source_row,产业园名称,原始产业,standard_chain,stage,node_id,node_name,relation_scope,confidence,chain_score,node_score,matched_name_terms,matched_intro_terms,match_reason,candidate_nodes
rel-0009276,park-005025,5026,安徽宿州经济开发区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009277,park-005025,5026,安徽宿州经济开发区,其他,医药生物与医疗健康产业链,待细分,,,产业链级（候选节点待复核）,低,42,0,,生物医药、医药产业、医疗器械,简介关键词:生物医药、医药产业、医疗器械,node-010:药物研发、诊断试剂与核心材料；node-011:药械生产、医疗装备与数字平台；node-012:医疗服务、临床应用与健康管理
rel-0009278,park-005025,5026,安徽宿州经济开发区,其他,石油化工产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,精细化工,简介关键词:精细化工,node-019:油气资源与基础化工原料；node-020:炼化加工与化工材料制造；node-021:化工制品与终端应用
rel-0009279,park-005025,5026,安徽宿州经济开发区,其他,汽车与智能网联汽车产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,汽车工业,简介关键词:汽车工业,node-022:汽车材料、零部件与电子电气；node-023:整车制造与智能网联系统集成；node-024:出行服务、后市场与自动驾驶应用
rel-0009280,park-005025,5026,安徽宿州经济开发区,其他,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,污水处理、水处理,简介关键词:污水处理、水处理,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0009281,park-005025,5026,安徽宿州经济开发区,其他,纺织产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,鞋服产业,简介关键词:鞋服产业,node-049:纤维原料与纺织材料；node-050:纺纱织造、印染与面料制造；node-051:服装家纺、品牌渠道与终端消费
rel-0009282,park-005026,5027,合肥包河工业园区,其他,基础设施与城市建设产业链,中游,node-008,基础设施建设与房地产开发,产业节点,低,42,15,,基础设施、工程建设、房地产、房地产、工程建设、基础设施,简介关键词:基础设施、工程建设、房地产；简介节点词:房地产、工程建设、基础设施,
rel-0009283,park-005027,5028,河南新乡经济开发区,其他,高端装备与智能制造产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,高端装备,简介关键词:高端装备,node-004:关键基础件与工业母机；node-005:高端装备制造与激光加工；node-006:行业智能制造应用与运维
rel-0009284,park-005027,5028,河南新乡经济开发区,其他,医药生物与医疗健康产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,生物医药,简介关键词:生物医药,node-010:药物研发、诊断试剂与核心材料；node-011:药械生产、医疗装备与数字平台；node-012:医疗服务、临床应用与健康管理
rel-0009285,park-005027,5028,河南新乡经济开发区,其他,汽车与智能网联汽车产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,汽车零部件,简介关键词:汽车零部件,node-022:汽车材料、零部件与电子电气；node-023:整车制造与智能网联系统集成；node-024:出行服务、后市场与自动驾驶应用
rel-0009286,park-005028,5029,浙江东阳经济开发区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,基础设施、城市建设,简介关键词:基础设施、城市建设,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009287,park-005029,5030,浙江吴兴工业园区,其他,医药生物与医疗健康产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,生物医药,简介关键词:生物医药,node-010:药物研发、诊断试剂与核心材料；node-011:药械生产、医疗装备与数字平台；node-012:医疗服务、临床应用与健康管理
rel-0009288,park-005029,5030,浙江吴兴工业园区,其他,食品饮料产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,食品加工,简介关键词:食品加工,node-025:农产品原料与食品配料；node-026:食品饮料加工制造；node-027:品牌渠道、餐饮零售与消费服务
rel-0009289,park-005029,5030,浙江吴兴工业园区,其他,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,节能环保,简介关键词:节能环保,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0009290,park-005030,5031,宁波望春工业园区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009291,park-005030,5031,宁波望春工业园区,其他,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,污水处理、水处理,简介关键词:污水处理、水处理,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0009292,park-005031,5032,安徽潜山经济开发区,其他,高端装备与智能制造产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,机械制造,简介关键词:机械制造,node-004:关键基础件与工业母机；node-005:高端装备制造与激光加工；node-006:行业智能制造应用与运维
rel-0009293,park-005031,5032,安徽潜山经济开发区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009294,park-005031,5032,安徽潜山经济开发区,其他,汽车与智能网联汽车产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,汽车零部件,简介关键词:汽车零部件,node-022:汽车材料、零部件与电子电气；node-023:整车制造与智能网联系统集成；node-024:出行服务、后市场与自动驾驶应用
rel-0009295,park-005031,5032,安徽潜山经济开发区,其他,食品饮料产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,农副产品加工,简介关键词:农副产品加工,node-025:农产品原料与食品配料；node-026:食品饮料加工制造；node-027:品牌渠道、餐饮零售与消费服务
rel-0009296,park-005031,5032,安徽潜山经济开发区,其他,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,污水处理、水处理,简介关键词:污水处理、水处理,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0009297,park-005031,5032,安徽潜山经济开发区,其他,纺织产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,纺织服装,简介关键词:纺织服装,node-049:纤维原料与纺织材料；node-050:纺纱织造、印染与面料制造；node-051:服装家纺、品牌渠道与终端消费
rel-0009298,park-005032,5033,安徽宣州工业园区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009299,park-005032,5033,安徽宣州工业园区,其他,食品饮料产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,食品加工,简介关键词:食品加工,node-025:农产品原料与食品配料；node-026:食品饮料加工制造；node-027:品牌渠道、餐饮零售与消费服务
rel-0009300,park-005032,5033,安徽宣州工业园区,其他,新材料产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,金属材料,简介关键词:金属材料,node-034:矿物、化工与基础材料原料；node-035:先进材料制备与加工；node-036:材料应用与高端制造配套
rel-0009301,park-005032,5033,安徽宣州工业园区,其他,纺织产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,纺织服装、家纺,简介关键词:纺织服装、家纺,node-049:纤维原料与纺织材料；node-050:纺纱织造、印染与面料制造；node-051:服装家纺、品牌渠道与终端消费
rel-0009302,park-005033,5034,安徽南陵工业园区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009303,park-005033,5034,安徽南陵工业园区,其他,纺织产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,织造、印染,简介关键词:织造、印染,node-049:纤维原料与纺织材料；node-050:纺纱织造、印染与面料制造；node-051:服装家纺、品牌渠道与终端消费
rel-0009304,park-005034,5035,安徽霍邱经济开发区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009305,park-005035,5036,安徽颍上工业园区,其他,食品饮料产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,食品加工,简介关键词:食品加工,node-025:农产品原料与食品配料；node-026:食品饮料加工制造；node-027:品牌渠道、餐饮零售与消费服务
rel-0009306,park-005036,5037,安徽界首工业园区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009307,park-005036,5037,安徽界首工业园区,其他,食品饮料产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,农副产品加工,简介关键词:农副产品加工,node-025:农产品原料与食品配料；node-026:食品饮料加工制造；node-027:品牌渠道、餐饮零售与消费服务
rel-0009308,park-005036,5037,安徽界首工业园区,其他,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,污水处理、水处理,简介关键词:污水处理、水处理,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0009309,park-005036,5037,安徽界首工业园区,其他,纺织产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,纺织服装,简介关键词:纺织服装,node-049:纤维原料与纺织材料；node-050:纺纱织造、印染与面料制造；node-051:服装家纺、品牌渠道与终端消费
rel-0009310,park-005040,5041,河南濮阳工业园区,其他,高端装备与智能制造产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,装备制造,简介关键词:装备制造,node-004:关键基础件与工业母机；node-005:高端装备制造与激光加工；node-006:行业智能制造应用与运维
rel-0009311,park-005040,5041,河南濮阳工业园区,其他,石油化工产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,石油化工,简介关键词:石油化工,node-019:油气资源与基础化工原料；node-020:炼化加工与化工材料制造；node-021:化工制品与终端应用
rel-0009312,park-005043,5044,江苏宿迁经济开发区,其他,食品饮料产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,食品饮料、食品产业,简介关键词:食品饮料、食品产业,node-025:农产品原料与食品配料；node-026:食品饮料加工制造；node-027:品牌渠道、餐饮零售与消费服务
rel-0009313,park-005043,5044,江苏宿迁经济开发区,其他,纺织产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,纺织服装、服装产业,简介关键词:纺织服装、服装产业,node-049:纤维原料与纺织材料；node-050:纺纱织造、印染与面料制造；node-051:服装家纺、品牌渠道与终端消费
rel-0009314,park-005044,5045,武进高新技术产业开发区,其他,高端装备与智能制造产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,装备制造、工程机械,简介关键词:装备制造、工程机械,node-004:关键基础件与工业母机；node-005:高端装备制造与激光加工；node-006:行业智能制造应用与运维
rel-0009315,park-005044,5045,武进高新技术产业开发区,其他,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,节能环保、环保产业,简介关键词:节能环保、环保产业,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0009316,park-005044,5045,武进高新技术产业开发区,其他,空天装备与低空经济产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,通用航空,简介关键词:通用航空,node-037:航空航天材料、零部件与核心系统；node-038:空天装备制造与低空飞行器；node-039:低空运营、空域服务与场景应用
rel-0009317,park-005044,5045,武进高新技术产业开发区,其他,机器人产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,机器人、工业机器人,简介关键词:机器人、工业机器人,node-040:核心零部件、控制器与传感系统；node-041:机器人本体制造与系统集成；node-042:工业、服务与特种场景应用
rel-0009318,park-005044,5045,武进高新技术产业开发区,其他,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,服务外包,简介关键词:服务外包,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0009319,park-005045,5046,江苏丰县经济开发区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,基础设施、城市建设,简介关键词:基础设施、城市建设,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009320,park-005045,5046,江苏丰县经济开发区,其他,石油化工产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,化工产业,简介关键词:化工产业,node-019:油气资源与基础化工原料；node-020:炼化加工与化工材料制造；node-021:化工制品与终端应用
rel-0009321,park-005045,5046,江苏丰县经济开发区,其他,食品饮料产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,农副产品加工,简介关键词:农副产品加工,node-025:农产品原料与食品配料；node-026:食品饮料加工制造；node-027:品牌渠道、餐饮零售与消费服务
rel-0009322,park-005045,5046,江苏丰县经济开发区,其他,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,污水处理、水处理,简介关键词:污水处理、水处理,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0009323,park-005046,5047,扬州广陵产业园,其他,汽车与智能网联汽车产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,汽车产业、汽车零部件,简介关键词:汽车产业、汽车零部件,node-022:汽车材料、零部件与电子电气；node-023:整车制造与智能网联系统集成；node-024:出行服务、后市场与自动驾驶应用
rel-0009324,park-005047,5048,南京六合经济开发区,其他,高端装备与智能制造产业链,中游,node-005,高端装备制造与激光加工,产业节点,低,46,15,,高端装备、装备制造、机械制造、工程机械、高端装备、装备制造、工程机械,简介关键词:高端装备、装备制造、机械制造、工程机械；简介节点词:高端装备、装备制造、工程机械,
rel-0009325,park-005047,5048,南京六合经济开发区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009326,park-005047,5048,南京六合经济开发区,其他,石油化工产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,石油化工,简介关键词:石油化工,node-019:油气资源与基础化工原料；node-020:炼化加工与化工材料制造；node-021:化工制品与终端应用
rel-0009327,park-005047,5048,南京六合经济开发区,其他,汽车与智能网联汽车产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,汽车零部件、新能源汽车,简介关键词:汽车零部件、新能源汽车,node-022:汽车材料、零部件与电子电气；node-023:整车制造与智能网联系统集成；node-024:出行服务、后市场与自动驾驶应用
rel-0009328,park-005047,5048,南京六合经济开发区,其他,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,节能环保、环保产业,简介关键词:节能环保、环保产业,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0009329,park-005047,5048,南京六合经济开发区,其他,空天装备与低空经济产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,航空航天,简介关键词:航空航天,node-037:航空航天材料、零部件与核心系统；node-038:空天装备制造与低空飞行器；node-039:低空运营、空域服务与场景应用
rel-0009330,park-005048,5049,江苏海安经济开发区,其他,高端装备与智能制造产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,装备制造,简介关键词:装备制造,node-004:关键基础件与工业母机；node-005:高端装备制造与激光加工；node-006:行业智能制造应用与运维
rel-0009331,park-005048,5049,江苏海安经济开发区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,基础设施、产业新城,简介关键词:基础设施、产业新城,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009332,park-005048,5049,江苏海安经济开发区,其他,新能源与电力装备产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,新能源、电力装备,简介关键词:新能源、电力装备,node-013:新能源材料、电芯与发电设备；node-014:发电、储能与输配电装备；node-015:电力消纳、能源服务与场景应用
rel-0009333,park-005048,5049,江苏海安经济开发区,其他,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,节能环保,简介关键词:节能环保,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0009334,park-005048,5049,江苏海安经济开发区,其他,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,服务外包,简介关键词:服务外包,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0009335,park-005052,5053,河南漯河经济开发区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009336,park-005052,5053,河南漯河经济开发区,其他,食品饮料产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,食品产业,简介关键词:食品产业,node-025:农产品原料与食品配料；node-026:食品饮料加工制造；node-027:品牌渠道、餐饮零售与消费服务
rel-0009337,park-005053,5054,河南林州经济开发区,其他,高端装备与智能制造产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,机械制造、机械设备,简介关键词:机械制造、机械设备,node-004:关键基础件与工业母机；node-005:高端装备制造与激光加工；node-006:行业智能制造应用与运维
rel-0009338,park-005053,5054,河南林州经济开发区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009339,park-005055,5056,浙江龙泉工业园区,其他,汽车与智能网联汽车产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,汽车制造、汽配,简介关键词:汽车制造、汽配,node-022:汽车材料、零部件与电子电气；node-023:整车制造与智能网联系统集成；node-024:出行服务、后市场与自动驾驶应用
rel-0009340,park-005056,5057,浙江龙游工业园区,其他,高端装备与智能制造产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,装备制造,简介关键词:装备制造,node-004:关键基础件与工业母机；node-005:高端装备制造与激光加工；node-006:行业智能制造应用与运维
rel-0009341,park-005056,5057,浙江龙游工业园区,其他,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,循环经济,简介关键词:循环经济,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0009342,park-005056,5057,浙江龙游工业园区,其他,纺织产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,纺织服装,简介关键词:纺织服装,node-049:纤维原料与纺织材料；node-050:纺纱织造、印染与面料制造；node-051:服装家纺、品牌渠道与终端消费
rel-0009343,park-005057,5058,杭州湾上虞工业园区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009344,park-005057,5058,杭州湾上虞工业园区,其他,医药生物与医疗健康产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,生物医药,简介关键词:生物医药,node-010:药物研发、诊断试剂与核心材料；node-011:药械生产、医疗装备与数字平台；node-012:医疗服务、临床应用与健康管理
rel-0009345,park-005057,5058,杭州湾上虞工业园区,其他,石油化工产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,精细化工,简介关键词:精细化工,node-019:油气资源与基础化工原料；node-020:炼化加工与化工材料制造；node-021:化工制品与终端应用
rel-0009346,park-005058,5059,安徽淮南工业园区,其他,高端装备与智能制造产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,机械制造,简介关键词:机械制造,node-004:关键基础件与工业母机；node-005:高端装备制造与激光加工；node-006:行业智能制造应用与运维
rel-0009347,park-005058,5059,安徽淮南工业园区,其他,汽车与智能网联汽车产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,汽车零部件,简介关键词:汽车零部件,node-022:汽车材料、零部件与电子电气；node-023:整车制造与智能网联系统集成；node-024:出行服务、后市场与自动驾驶应用
rel-0009348,park-005058,5059,安徽淮南工业园区,其他,纺织产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,纺织服装,简介关键词:纺织服装,node-049:纤维原料与纺织材料；node-050:纺纱织造、印染与面料制造；node-051:服装家纺、品牌渠道与终端消费
rel-0009349,park-005059,5060,江苏盐都经济开发区,其他,纺织产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,纺织服装,简介关键词:纺织服装,node-049:纤维原料与纺织材料；node-050:纺纱织造、印染与面料制造；node-051:服装家纺、品牌渠道与终端消费
rel-0009350,park-005060,5061,江苏通州经济开发区,其他,医药生物与医疗健康产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,生物医药,简介关键词:生物医药,node-010:药物研发、诊断试剂与核心材料；node-011:药械生产、医疗装备与数字平台；node-012:医疗服务、临床应用与健康管理
rel-0009351,park-005060,5061,江苏通州经济开发区,其他,汽车与智能网联汽车产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,汽车零部件,简介关键词:汽车零部件,node-022:汽车材料、零部件与电子电气；node-023:整车制造与智能网联系统集成；node-024:出行服务、后市场与自动驾驶应用
rel-0009352,park-005061,5062,江苏东台经济开发区,其他,新材料产业链,待细分,,,产业链级（候选节点待复核）,低,42,0,,新材料、金属材料、陶瓷材料,简介关键词:新材料、金属材料、陶瓷材料,node-034:矿物、化工与基础材料原料；node-035:先进材料制备与加工；node-036:材料应用与高端制造配套
rel-0009353,park-005063,5064,浙江云和工业园区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009354,park-005064,5065,浙江缙云工业园区,其他,高端装备与智能制造产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,机械制造,简介关键词:机械制造,node-004:关键基础件与工业母机；node-005:高端装备制造与激光加工；node-006:行业智能制造应用与运维
rel-0009355,park-005064,5065,浙江缙云工业园区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009356,park-005064,5065,浙江缙云工业园区,其他,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,污水处理、水处理,简介关键词:污水处理、水处理,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0009357,park-005065,5066,浙江绍兴袍江工业园区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009358,park-005065,5066,浙江绍兴袍江工业园区,其他,医药生物与医疗健康产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,生物医药,简介关键词:生物医药,node-010:药物研发、诊断试剂与核心材料；node-011:药械生产、医疗装备与数字平台；node-012:医疗服务、临床应用与健康管理
rel-0009359,park-005067,5068,浙江嘉兴工业园区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,产业新城,简介关键词:产业新城,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009360,park-005068,5069,安徽广德经济开发区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009361,park-005068,5069,安徽广德经济开发区,其他,石油化工产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,精细化工,简介关键词:精细化工,node-019:油气资源与基础化工原料；node-020:炼化加工与化工材料制造；node-021:化工制品与终端应用
rel-0009362,park-005069,5070,安徽舒城经济开发区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009363,park-005069,5070,安徽舒城经济开发区,其他,食品饮料产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,食品加工、农产品加工,简介关键词:食品加工、农产品加工,node-025:农产品原料与食品配料；node-026:食品饮料加工制造；node-027:品牌渠道、餐饮零售与消费服务
rel-0009364,park-005069,5070,安徽舒城经济开发区,其他,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,循环经济,简介关键词:循环经济,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0009365,park-005070,5071,安徽阜阳工业园区,其他,食品饮料产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,食品加工,简介关键词:食品加工,node-025:农产品原料与食品配料；node-026:食品饮料加工制造；node-027:品牌渠道、餐饮零售与消费服务
rel-0009366,park-005071,5072,泗县经济开发区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009367,park-005071,5072,泗县经济开发区,其他,纺织产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,纺织服装、服装产业,简介关键词:纺织服装、服装产业,node-049:纤维原料与纺织材料；node-050:纺纱织造、印染与面料制造；node-051:服装家纺、品牌渠道与终端消费
rel-0009368,park-005072,5073,河南许昌经济开发区,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009369,park-005073,5074,河南濮阳经济开发区,其他,石油化工产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,化工产业、精细化工,简介关键词:化工产业、精细化工,node-019:油气资源与基础化工原料；node-020:炼化加工与化工材料制造；node-021:化工制品与终端应用
rel-0009370,park-005076,5077,天津武清鼎盛EOD,其他,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0009371,park-005077,5078,重庆立洋绿色产业孵化园,其他,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,节能环保、环保产业,简介关键词:节能环保、环保产业,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0009372,park-005078,5079,重庆总部经济园区,其他,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,信息技术,简介关键词:信息技术,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0009373,park-005081,5082,山东菏泽牡丹工业园区,其他,医药生物与医疗健康产业链,待细分,,,产业链级（候选节点待复核）,低,36,0,,医药产业、制药,简介关键词:医药产业、制药,node-010:药物研发、诊断试剂与核心材料；node-011:药械生产、医疗装备与数字平台；node-012:医疗服务、临床应用与健康管理
