node_id,standard_chain,stage,node_name,node_description,mapped_standard_segments,mapped_original_folders,source_company_count_sum,mapping_type,original_fields_available,original_node_samples
node-021,石油化工产业链,下游,化工制品与终端应用,覆盖塑料、橡胶、涂料、精细化工和下游消费/工业应用。,石油化工,石油化工产业链企查查,113876,宽口径原始方向拆分,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,石油化工产业链企查查:-、ABS塑料、PET纤维、PE塑料、PP塑料、PS塑料、PVC塑料、丁二烯、丁基橡胶、丁烷
node-022,汽车与智能网联汽车产业链,上游,汽车材料、零部件与电子电气,覆盖轻量化材料、汽车零部件、汽车电子和关键总成。,汽车零部件、汽车电子、汽车轻量化,汽车零部件产业链企查查；汽车电子产业链企查查；汽车轻量化产业链企查查,84754,原始方向+标准链推导,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,汽车零部件产业链企查查:万向节、专用汽车、乘用车、仪表板、六氟磷酸锂、制动踏板、动力转向泵、发动机电子控制系统(EECs)、客车、底盘电子控制系统；汽车电子产业链企查查:DC/DC转换器、IGBT、专用汽车、乘用车、低速报警器AVAS、发动机电子控制系统(EECs)、安全芯片、客车、整车控制器VCU、新能源汽车；汽车轻量化产业链企查查:一体化压铸、发动机盖、底盘车架、改性塑料、汽车内饰件、汽车冲压件、汽车发动机、汽车吸塑件、汽车外饰件、汽车橡胶零部件
node-023,汽车与智能网联汽车产业链,中游,整车制造与智能网联系统集成,覆盖整车制造、车载电子、智能座舱和自动驾驶系统集成。,汽车、汽车电子、自动驾驶,汽车产业链企查查；汽车电子产业链企查查；自动驾驶产业链企查查,105363,原始方向+标准链推导,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,汽车产业链企查查:万向节、中型货车、二手车服务、休闲专用车、传动轴、作业型专用汽车、公交汽车客运、出租车客运、发动机电子控制系统(EECs)、密封件；汽车电子产业链企查查:DC/DC转换器、IGBT、专用汽车、乘用车、低速报警器AVAS、发动机电子控制系统(EECs)、安全芯片、客车、整车控制器VCU、新能源汽车；自动驾驶产业链企查查:-、传感器芯片、智能汽车中控、智能汽车语音交互系统、智能网联汽车云平台、毫米波雷达、汽车域控制器DCU、汽车线束、港口自动驾驶机械、激光雷达
node-024,汽车与智能网联汽车产业链,下游,出行服务、后市场与自动驾驶应用,覆盖智能出行、车联网服务、后市场和自动驾驶落地场景。,汽车、自动驾驶,汽车产业链企查查；自动驾驶产业链企查查,85773,标准链推导,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,汽车产业链企查查:万向节、中型货车、二手车服务、休闲专用车、传动轴、作业型专用汽车、公交汽车客运、出租车客运、发动机电子控制系统(EECs)、密封件；自动驾驶产业链企查查:-、传感器芯片、智能汽车中控、智能汽车语音交互系统、智能网联汽车云平台、毫米波雷达、汽车域控制器DCU、汽车线束、港口自动驾驶机械、激光雷达
node-025,食品饮料产业链,上游,农产品原料与食品配料,覆盖农副产品、食品添加剂、包装材料和基础原料供给。,食品饮料,食品饮料产业链企查查,91223,宽口径原始方向拆分,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,食品饮料产业链企查查:-、乳制品、供应链物流服务、农业种植、冷冻饮品、冷链物流、包装专用设备、包装制品、含乳饮料、啤酒
node-026,食品饮料产业链,中游,食品饮料加工制造,覆盖食品加工、饮料制造、质量检测和生产包装。,食品饮料,食品饮料产业链企查查,91223,宽口径原始方向拆分,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,食品饮料产业链企查查:-、乳制品、供应链物流服务、农业种植、冷冻饮品、冷链物流、包装专用设备、包装制品、含乳饮料、啤酒
node-027,食品饮料产业链,下游,品牌渠道、餐饮零售与消费服务,覆盖品牌运营、商超餐饮、电商渠道和终端消费。,食品饮料,食品饮料产业链企查查,91223,宽口径原始方向拆分,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,食品饮料产业链企查查:-、乳制品、供应链物流服务、农业种植、冷冻饮品、冷链物流、包装专用设备、包装制品、含乳饮料、啤酒
node-028,新一代信息基础设施产业链,上游,通信与算力硬件设备,覆盖服务器、光通信器件、网络设备和基础硬件。,服务器、光通信、网络通信,服务器；光通信；网络通讯,38554,原始方向+标准链推导,ID、一级分类、三级分类、不可用电话、二级分类、五级分类、企业规模、公司名称、公司类型、六级分类、其他电话、其他邮箱、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业门类、实缴资本、成立日期、所属区县、所属城市、所属省份、曾用名、最新年报地址、核准日期、法定代表人、注册号、注册地址、注册资本、登记状态、纳税人识别号、组织机构代码、经营范围、统一社会信用代码、网址、英文名、荣誉、营业期限、资质、通信地址、邮箱,
node-029,新一代信息基础设施产业链,中游,5G网络、数据中心与云边平台,覆盖5G网络、IDC、云计算、边缘计算和网络通讯服务。,5G通信、IDC数据中心、云计算、边缘计算、网络通信,5G产业链企查查；IDC产业链企查查；云计算产业链企查查；边缘计算；网络通讯,94516,原始方向+标准链推导,"-、010-67817300 ; 010-67817621 ; 010-67668211、010-67817421、10000万人民币、110000009884021、2001-11-01、2001-11-01 至 无固定期限、2023、2024-10-21、235、71092899-7、91110302710928997Y、China Telecom Construction Co.,Ltd.、ID、zgtjgfgw.zgtj@chinaccs.cn、ztjsgfgw@citcc.cn;ztsgfgw.@citcc.cn;ztjgfgw@citcc.cn、一级分类、七级分类、三级分类、不可用电话、中通建设股份有限公司、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、公司类型、六级分类、其他土木工程建筑、其他电话、其他股份有限公司(非上市)、其他邮箱、北京市、北京市北京经济技术开发区景园北街2号内15号楼、北京市经济技术开发区景园北街2号内15号楼、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、土木工程建筑业、增值税一般纳税人、大兴区、存续、官方网址：https://zldatas.com、官网、实缴资本、建筑业、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、王睿峰、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、荣誉、营业期限、融资上市、许可项目：建设工程施工；建筑劳务分包；广播电视节目传送；建设工程勘察；建设工程设计；基础电信业务；网络文化经营；互联网信息服务；第一类增值电信业务；第二类增值电信业务；建筑智能化系统设计；住宅室内装饰装修；电气安装服务；营业性演出。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：工业控制计算机及系统销售；会议及展览服务；组织文化艺术交流活动；计算机系统服务；信息技术咨询服务；信息系统集成服务；信息系统运行维护服务；工程管理服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；计算机软硬件及辅助设备零售；计算机软硬件及辅助设备批发；五金产品零售；五金产品批发；通讯设备销售；电线、电缆经营；机械设备销售；技术玻璃制品销售；日用玻璃制品销售；玻璃纤维及制品销售；电力设施器材销售；塑料制品销售；橡胶制品销售；机械设备租赁；货物进出口；技术进出口；进出口代理；软件开发；数据处理服务；普通机械设备安装服务；通用设备修理；专用设备修理；通讯设备修理；城市绿化管理；物业管理；园林绿化工程施工；商务代理代办服务；采购代理服务；销售代理；广告设计、代理；招投标代理服务；工程造价咨询业务；对外承包工程；消防技术服务；市政设施管理；新兴能源技术研发；太阳能发电技术服务；光伏设备及元器件销售；建筑材料销售；建筑装饰材料销售；光伏设备及元器件制造；充电桩销售；充电控制设备租赁；办公用品销售；小微型客车租赁经营服务；教学专用仪器销售；教学用模型及教具销售；文具用品批发；承接档案服务外包；其他文化艺术经纪代理；消防器材销售；汽车装饰用品销售；汽车零配件零售；人力资源服务（不含职业中介活动、劳务派遣服务）；矿山机械销售；矿山机械制造；通信设备制造；通信设备销售；机械设备研发；电子产品销售；电子（气）物理设备及其他电子设备制造；网络设备制造；网络设备销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）（不得从事国家和本市产业政策禁止和限制类项目的经营活动。）、资质、通信地址、邮箱",5G产业链企查查:-、SDN/NFV、VR/AR设备、光模块、光纤光缆、光通信器件、可穿戴电子设备、基站天线、射频元器件、无人机系统；IDC产业链企查查:-、CPU芯片、IDC服务、IaaS云服务、PaaS云服务、SaaS云服务、不间断电源、交换机、光模块、其他云计算服务；云计算产业链企查查:-、CPU芯片、GPU(图形处理器)、IDC服务、IaaS云服务、PaaS云服务、SaaS云服务、云存储服务、交换机、光模块
node-030,新一代信息基础设施产业链,下游,云网算服务与行业数字化支撑,覆盖云服务、算力服务、网络服务和行业数字化基础支撑。,云计算、IDC数据中心、边缘计算、5G通信,云计算产业链企查查；IDC产业链企查查；边缘计算；5G产业链企查查,74405,标准链推导,"-、010-67817300 ; 010-67817621 ; 010-67668211、010-67817421、10000万人民币、110000009884021、2001-11-01、2001-11-01 至 无固定期限、2023、2024-10-21、235、71092899-7、91110302710928997Y、China Telecom Construction Co.,Ltd.、ID、zgtjgfgw.zgtj@chinaccs.cn、ztjsgfgw@citcc.cn;ztsgfgw.@citcc.cn;ztjgfgw@citcc.cn、一级分类、七级分类、三级分类、不可用电话、中通建设股份有限公司、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、公司类型、六级分类、其他土木工程建筑、其他电话、其他股份有限公司(非上市)、其他邮箱、北京市、北京市北京经济技术开发区景园北街2号内15号楼、北京市经济技术开发区景园北街2号内15号楼、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、土木工程建筑业、增值税一般纳税人、大兴区、存续、官方网址：https://zldatas.com、官网、实缴资本、建筑业、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、王睿峰、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、营业期限、融资上市、许可项目：建设工程施工；建筑劳务分包；广播电视节目传送；建设工程勘察；建设工程设计；基础电信业务；网络文化经营；互联网信息服务；第一类增值电信业务；第二类增值电信业务；建筑智能化系统设计；住宅室内装饰装修；电气安装服务；营业性演出。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：工业控制计算机及系统销售；会议及展览服务；组织文化艺术交流活动；计算机系统服务；信息技术咨询服务；信息系统集成服务；信息系统运行维护服务；工程管理服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；计算机软硬件及辅助设备零售；计算机软硬件及辅助设备批发；五金产品零售；五金产品批发；通讯设备销售；电线、电缆经营；机械设备销售；技术玻璃制品销售；日用玻璃制品销售；玻璃纤维及制品销售；电力设施器材销售；塑料制品销售；橡胶制品销售；机械设备租赁；货物进出口；技术进出口；进出口代理；软件开发；数据处理服务；普通机械设备安装服务；通用设备修理；专用设备修理；通讯设备修理；城市绿化管理；物业管理；园林绿化工程施工；商务代理代办服务；采购代理服务；销售代理；广告设计、代理；招投标代理服务；工程造价咨询业务；对外承包工程；消防技术服务；市政设施管理；新兴能源技术研发；太阳能发电技术服务；光伏设备及元器件销售；建筑材料销售；建筑装饰材料销售；光伏设备及元器件制造；充电桩销售；充电控制设备租赁；办公用品销售；小微型客车租赁经营服务；教学专用仪器销售；教学用模型及教具销售；文具用品批发；承接档案服务外包；其他文化艺术经纪代理；消防器材销售；汽车装饰用品销售；汽车零配件零售；人力资源服务（不含职业中介活动、劳务派遣服务）；矿山机械销售；矿山机械制造；通信设备制造；通信设备销售；机械设备研发；电子产品销售；电子（气）物理设备及其他电子设备制造；网络设备制造；网络设备销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）（不得从事国家和本市产业政策禁止和限制类项目的经营活动。）、资质、通信地址、邮箱",云计算产业链企查查:-、CPU芯片、GPU(图形处理器)、IDC服务、IaaS云服务、PaaS云服务、SaaS云服务、云存储服务、交换机、光模块；IDC产业链企查查:-、CPU芯片、IDC服务、IaaS云服务、PaaS云服务、SaaS云服务、不间断电源、交换机、光模块、其他云计算服务；5G产业链企查查:-、SDN/NFV、VR/AR设备、光模块、光纤光缆、光通信器件、可穿戴电子设备、基站天线、射频元器件、无人机系统
node-031,绿色环保与资源循环产业链,上游,环保装备、监测与资源回收基础,覆盖环保装备、监测检测、资源回收和碳管理基础能力。,环保、资源循环利用、碳中和,环保产业链企查查；资源循环利用产业链企查查；碳中和产业链企查查,71328,标准链推导,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,环保产业链企查查:-、土壤修复服务、垃圾焚烧炉、城市环境卫生管理服务、室内空气污染治理服务、工业废弃物治理服务、工业污水治理服务、废旧机械设备拆解、废旧金属回收利用、水污染监测仪器；资源循环利用产业链企查查:余热发电、再生建筑材料、再生纸、再生资源再利用、危险废弃物综合利用、厨余垃圾资源化利用、园区循环化改造、垃圾焚烧炉、工业固体废弃物综合利用装备、工业水污染综合利用；碳中和产业链企查查:-、储氢设备、光伏设备、制氢设备、动力锂电池、太阳能发电、废旧机械设备拆解、废旧金属回收利用、新能源汽车整车、林业碳汇
node-032,绿色环保与资源循环产业链,中游,污染治理与节能降碳服务,覆盖大气治理、污水处理、固废资源化、节能减排和碳中和服务。,大气治理、污水处理、环保、碳中和、资源循环利用,大气治理产业链企查查；污水处理产业链企查查；环保产业链企查查；碳中和产业链企查查；资源循环利用产业链企查查,85711,原始方向+标准链推导,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,大气治理产业链企查查:-、VOCs废气治理服务、室内空气污染治理服务、废气净化催化剂、气体或烟雾分析仪、气体监测仪器、烟气脱硝、烟气脱硫、烟气除尘、空气净化装置；污水处理产业链企查查:-、养殖业污水处理服务、农村污水治理服务、医疗废水水处理服务、压滤机、工业污水治理服务、市政污水治理服务、水处理环保材料、水污染监测仪器、水资源循环利用；环保产业链企查查:-、土壤修复服务、垃圾焚烧炉、城市环境卫生管理服务、室内空气污染治理服务、工业废弃物治理服务、工业污水治理服务、废旧机械设备拆解、废旧金属回收利用、水污染监测仪器；碳中和产业链企查查:-、储氢设备、光伏设备、制氢设备、动力锂电池、太阳能发电、废旧机械设备拆解、废旧金属回收利用、新能源汽车整车、林业碳汇；资源循环利用产业链企查查:余热发电、再生建筑材料、再生纸、再生资源再利用、危险废弃物综合利用、厨余垃圾资源化利用、园区循环化改造、垃圾焚烧炉、工业固体废弃物综合利用装备、工业水污染综合利用
node-033,绿色环保与资源循环产业链,下游,园区、市政与企业绿色运营,覆盖城市环境治理、工业园区环保、企业绿色运营和循环经济应用。,环保、资源循环利用、碳中和,环保产业链企查查；资源循环利用产业链企查查；碳中和产业链企查查,71328,标准链推导,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,环保产业链企查查:-、土壤修复服务、垃圾焚烧炉、城市环境卫生管理服务、室内空气污染治理服务、工业废弃物治理服务、工业污水治理服务、废旧机械设备拆解、废旧金属回收利用、水污染监测仪器；资源循环利用产业链企查查:余热发电、再生建筑材料、再生纸、再生资源再利用、危险废弃物综合利用、厨余垃圾资源化利用、园区循环化改造、垃圾焚烧炉、工业固体废弃物综合利用装备、工业水污染综合利用；碳中和产业链企查查:-、储氢设备、光伏设备、制氢设备、动力锂电池、太阳能发电、废旧机械设备拆解、废旧金属回收利用、新能源汽车整车、林业碳汇
node-034,新材料产业链,上游,矿物、化工与基础材料原料,覆盖基础原料、矿物材料、化工材料和关键助剂。,新材料,新材料产业链企查查,41848,宽口径原始方向拆分,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,新材料产业链企查查:-、不锈钢铝合金、新型高强塑汽车钢加工、炼铁、硬质合金及制品、稀土储氢材料、稀土催化剂、稀土磁性材料、稀有稀土金属矿、稀有金属材料
node-035,新材料产业链,中游,先进材料制备与加工,覆盖先进基础材料、关键战略材料、前沿新材料制备加工。,新材料,新材料产业链企查查,41848,宽口径原始方向拆分,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,新材料产业链企查查:-、不锈钢铝合金、新型高强塑汽车钢加工、炼铁、硬质合金及制品、稀土储氢材料、稀土催化剂、稀土磁性材料、稀有稀土金属矿、稀有金属材料
node-036,新材料产业链,下游,材料应用与高端制造配套,覆盖电子、汽车、装备、新能源、医疗等应用场景。,新材料,新材料产业链企查查,41848,宽口径原始方向拆分,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,新材料产业链企查查:-、不锈钢铝合金、新型高强塑汽车钢加工、炼铁、硬质合金及制品、稀土储氢材料、稀土催化剂、稀土磁性材料、稀有稀土金属矿、稀有金属材料
node-037,空天装备与低空经济产业链,上游,航空航天材料、零部件与核心系统,覆盖航空航天关键材料、核心零部件、航电和动力系统。,空天装备、航空航天装备,空天装备；航空航天装备产业链企查查,40738,原始方向+标准链推导,ID、一级分类、七级分类、三级分类、不可用电话、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、公司类型、六级分类、其他电话、其他邮箱、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、营业期限、融资上市、资质、通信地址、邮箱,航空航天装备产业链企查查:卫星、卫星组件、商用无人机、商用飞机、太空资源开发、探空火箭、无人机反制设备、机载机电系统、消费无人机、火箭部组件
node-038,空天装备与低空经济产业链,中游,空天装备制造与低空飞行器,覆盖航空航天装备制造、无人机/eVTOL等低空飞行器。,空天装备、航空航天装备、低空经济,空天装备；航空航天装备产业链企查查；低空经济产业链企查查,42312,原始方向+标准链推导,ID、一级分类、七级分类、三级分类、不可用电话、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、公司类型、六级分类、其他电话、其他邮箱、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、营业期限、融资上市、资质、通信地址、邮箱,航空航天装备产业链企查查:卫星、卫星组件、商用无人机、商用飞机、太空资源开发、探空火箭、无人机反制设备、机载机电系统、消费无人机、火箭部组件；低空经济产业链企查查:-、低空出行、低空旅游、低空物流、农林植保、动力锂电池、安防监控无人机、摄影无人机、无人机航拍摄影、无人机表演
node-039,空天装备与低空经济产业链,下游,低空运营、空域服务与场景应用,覆盖低空物流、巡检、文旅、应急和空域运营服务。,低空经济,低空经济产业链企查查,1574,原始方向+标准链推导,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,低空经济产业链企查查:-、低空出行、低空旅游、低空物流、农林植保、动力锂电池、安防监控无人机、摄影无人机、无人机航拍摄影、无人机表演
node-040,机器人产业链,上游,核心零部件、控制器与传感系统,覆盖减速器、伺服、控制器、传感器和机器人基础部件。,机器人综合、机器人补充清单、工业机器人、人形机器人,机器人；机器人产业链企查查；工业机器人；人形机器人,39862,标准链推导,ID、一级分类、七级分类、三级分类、不可用电话、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司、公司名称、公司类型、六级分类、其他电话、其他邮箱、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、荣誉、营业期限、融资上市、资质、通信地址、邮箱,机器人产业链企查查:-、AGV、MEMS传感器、SCARA机器人、上下料机器人、人工智能芯片、人机界面、伺服电机、位移传感器、倾角传感器
