产业,standard_chain,stage,node_id,node_name,match_status,park_count
电子信息,新型显示与虚拟现实产业链,下游,node-054,沉浸式内容、行业应用与消费场景,已匹配（产业分类）,2989
电子信息,新型显示与虚拟现实产业链,中游,node-053,显示面板、终端与VR设备制造,已匹配（产业分类+园区名称）,44
电子信息,新型显示与虚拟现实产业链,中游,node-053,显示面板、终端与VR设备制造,已匹配（产业分类）,2989
电子信息,新材料产业链,上游,node-034,矿物、化工与基础材料原料,已匹配（产业分类+园区名称）,4
电子信息,新材料产业链,下游,node-036,材料应用与高端制造配套,已匹配（产业分类+园区名称）,4
电子信息,新材料产业链,中游,node-035,先进材料制备与加工,已匹配（产业分类+园区名称）,4
电子信息,新能源与电力装备产业链,上游,node-013,新能源材料、电芯与发电设备,已匹配（产业分类+园区名称）,2
电子信息,新能源与电力装备产业链,下游,node-015,电力消纳、能源服务与场景应用,已匹配（产业分类+园区名称）,2
电子信息,新能源与电力装备产业链,中游,node-014,发电、储能与输配电装备,已匹配（产业分类+园区名称）,2
电子信息,智能物联与消费电子产业链,上游,node-016,传感器、芯片模组与基础器件,已匹配（产业分类+园区名称）,44
电子信息,智能物联与消费电子产业链,上游,node-016,传感器、芯片模组与基础器件,已匹配（产业分类）,2989
电子信息,智能物联与消费电子产业链,下游,node-018,智慧家庭、行业物联与消费场景,已匹配（产业分类+园区名称）,44
电子信息,智能物联与消费电子产业链,下游,node-018,智慧家庭、行业物联与消费场景,已匹配（产业分类）,2989
电子信息,智能物联与消费电子产业链,中游,node-017,智能终端、家电与物联平台,已匹配（产业分类+园区名称）,44
电子信息,智能物联与消费电子产业链,中游,node-017,智能终端、家电与物联平台,已匹配（产业分类）,2989
电子信息,机器人产业链,上游,node-040,核心零部件、控制器与传感系统,已匹配（产业分类+园区名称）,2
电子信息,机器人产业链,下游,node-042,工业、服务与特种场景应用,已匹配（产业分类+园区名称）,2
电子信息,机器人产业链,中游,node-041,机器人本体制造与系统集成,已匹配（产业分类+园区名称）,2
电子信息,汽车与智能网联汽车产业链,上游,node-022,汽车材料、零部件与电子电气,已匹配（产业分类+园区名称）,2
电子信息,汽车与智能网联汽车产业链,下游,node-024,出行服务、后市场与自动驾驶应用,已匹配（产业分类+园区名称）,14
电子信息,汽车与智能网联汽车产业链,中游,node-023,整车制造与智能网联系统集成,已匹配（产业分类+园区名称）,14
电子信息,纺织产业链,上游,node-049,纤维原料与纺织材料,已匹配（产业分类+园区名称）,1
电子信息,纺织产业链,下游,node-051,服装家纺、品牌渠道与终端消费,已匹配（产业分类+园区名称）,1
电子信息,纺织产业链,中游,node-050,纺纱织造、印染与面料制造,已匹配（产业分类+园区名称）,1
电子信息,绿色环保与资源循环产业链,上游,node-031,环保装备、监测与资源回收基础,已匹配（产业分类+园区名称）,5
电子信息,绿色环保与资源循环产业链,下游,node-033,园区、市政与企业绿色运营,已匹配（产业分类+园区名称）,5
电子信息,绿色环保与资源循环产业链,中游,node-032,污染治理与节能降碳服务,已匹配（产业分类+园区名称）,5
电子信息,软件与数字安全产业链,上游,node-055,基础软件、密码与可信技术,已匹配（产业分类+园区名称）,44
电子信息,软件与数字安全产业链,上游,node-055,基础软件、密码与可信技术,已匹配（产业分类）,2989
电子信息,软件与数字安全产业链,下游,node-057,政企数字化、可信流通与安全运营,已匹配（产业分类+园区名称）,44
电子信息,软件与数字安全产业链,下游,node-057,政企数字化、可信流通与安全运营,已匹配（产业分类）,2989
电子信息,软件与数字安全产业链,中游,node-056,应用软件、区块链平台与安全产品,已匹配（产业分类+园区名称）,44
电子信息,软件与数字安全产业链,中游,node-056,应用软件、区块链平台与安全产品,已匹配（产业分类）,2989
电子商务,数据要素与数字经济产业链,下游,node-003,数字经济场景应用与内容创意,已匹配（产业分类）,94
电子商务,新一代信息基础设施产业链,下游,node-030,云网算服务与行业数字化支撑,已匹配（产业分类）,94
电子商务,软件与数字安全产业链,下游,node-057,政企数字化、可信流通与安全运营,已匹配（产业分类）,94
科技服务,人工智能产业链,下游,node-045,行业智能化应用与AI服务,已匹配（产业分类+园区名称）,1
科技服务,人工智能产业链,下游,node-045,行业智能化应用与AI服务,已匹配（产业分类）,139
科技服务,人工智能产业链,中游,node-044,智能感知、语音视觉与平台工具,已匹配（产业分类+园区名称）,1
科技服务,人工智能产业链,中游,node-044,智能感知、语音视觉与平台工具,已匹配（产业分类）,139
科技服务,半导体与集成电路产业链,下游,node-048,电子终端、汽车与工业芯片应用,已匹配（产业分类+园区名称）,1
科技服务,半导体与集成电路产业链,中游,node-047,芯片设计、制造、封测与集成电路,已匹配（产业分类+园区名称）,1
科技服务,数据要素与数字经济产业链,下游,node-003,数字经济场景应用与内容创意,已匹配（产业分类+园区名称）,1
科技服务,数据要素与数字经济产业链,下游,node-003,数字经济场景应用与内容创意,已匹配（产业分类）,139
科技服务,数据要素与数字经济产业链,中游,node-002,数据治理、流通与服务,已匹配（产业分类+园区名称）,1
科技服务,数据要素与数字经济产业链,中游,node-002,数据治理、流通与服务,已匹配（产业分类）,139
科技服务,新一代信息基础设施产业链,下游,node-030,云网算服务与行业数字化支撑,已匹配（产业分类+园区名称）,1
科技服务,新一代信息基础设施产业链,下游,node-030,云网算服务与行业数字化支撑,已匹配（产业分类）,139
科技服务,软件与数字安全产业链,下游,node-057,政企数字化、可信流通与安全运营,已匹配（产业分类+园区名称）,1
科技服务,软件与数字安全产业链,下游,node-057,政企数字化、可信流通与安全运营,已匹配（产业分类）,139
科技服务,软件与数字安全产业链,中游,node-056,应用软件、区块链平台与安全产品,已匹配（产业分类+园区名称）,1
科技服务,软件与数字安全产业链,中游,node-056,应用软件、区块链平台与安全产品,已匹配（产业分类）,139
纺织服装,半导体与集成电路产业链,下游,node-048,电子终端、汽车与工业芯片应用,已匹配（产业分类+园区名称）,1
纺织服装,半导体与集成电路产业链,中游,node-047,芯片设计、制造、封测与集成电路,已匹配（产业分类+园区名称）,1
纺织服装,新材料产业链,上游,node-034,矿物、化工与基础材料原料,已匹配（产业分类+园区名称）,1
纺织服装,新材料产业链,下游,node-036,材料应用与高端制造配套,已匹配（产业分类+园区名称）,1
纺织服装,新材料产业链,中游,node-035,先进材料制备与加工,已匹配（产业分类+园区名称）,1
纺织服装,石油化工产业链,上游,node-019,油气资源与基础化工原料,已匹配（产业分类+园区名称）,1
纺织服装,石油化工产业链,下游,node-021,化工制品与终端应用,已匹配（产业分类+园区名称）,1
纺织服装,石油化工产业链,中游,node-020,炼化加工与化工材料制造,已匹配（产业分类+园区名称）,1
纺织服装,纺织产业链,上游,node-049,纤维原料与纺织材料,已匹配（产业分类+园区名称）,31
纺织服装,纺织产业链,上游,node-049,纤维原料与纺织材料,已匹配（产业分类）,515
纺织服装,纺织产业链,下游,node-051,服装家纺、品牌渠道与终端消费,已匹配（产业分类+园区名称）,31
纺织服装,纺织产业链,下游,node-051,服装家纺、品牌渠道与终端消费,已匹配（产业分类）,515
纺织服装,纺织产业链,中游,node-050,纺纱织造、印染与面料制造,已匹配（产业分类+园区名称）,31
纺织服装,纺织产业链,中游,node-050,纺纱织造、印染与面料制造,已匹配（产业分类）,515
纺织服装,绿色环保与资源循环产业链,上游,node-031,环保装备、监测与资源回收基础,已匹配（产业分类+园区名称）,2
纺织服装,绿色环保与资源循环产业链,下游,node-033,园区、市政与企业绿色运营,已匹配（产业分类+园区名称）,2
纺织服装,绿色环保与资源循环产业链,中游,node-032,污染治理与节能降碳服务,已匹配（产业分类+园区名称）,2
能源电力,新一代信息基础设施产业链,下游,node-030,云网算服务与行业数字化支撑,已匹配（产业分类+园区名称）,1
能源电力,新一代信息基础设施产业链,中游,node-029,5G网络、数据中心与云边平台,已匹配（产业分类+园区名称）,1
能源电力,新材料产业链,上游,node-034,矿物、化工与基础材料原料,已匹配（产业分类+园区名称）,15
能源电力,新材料产业链,下游,node-036,材料应用与高端制造配套,已匹配（产业分类+园区名称）,15
能源电力,新材料产业链,中游,node-035,先进材料制备与加工,已匹配（产业分类+园区名称）,15
能源电力,新能源与电力装备产业链,上游,node-013,新能源材料、电芯与发电设备,已匹配（产业分类+园区名称）,22
能源电力,新能源与电力装备产业链,上游,node-013,新能源材料、电芯与发电设备,已匹配（产业分类）,270
能源电力,新能源与电力装备产业链,下游,node-015,电力消纳、能源服务与场景应用,已匹配（产业分类+园区名称）,22
能源电力,新能源与电力装备产业链,下游,node-015,电力消纳、能源服务与场景应用,已匹配（产业分类）,270
能源电力,新能源与电力装备产业链,中游,node-014,发电、储能与输配电装备,已匹配（产业分类+园区名称）,22
能源电力,新能源与电力装备产业链,中游,node-014,发电、储能与输配电装备,已匹配（产业分类）,270
能源电力,汽车与智能网联汽车产业链,下游,node-024,出行服务、后市场与自动驾驶应用,已匹配（产业分类+园区名称）,2
能源电力,汽车与智能网联汽车产业链,中游,node-023,整车制造与智能网联系统集成,已匹配（产业分类+园区名称）,2
能源电力,绿色环保与资源循环产业链,上游,node-031,环保装备、监测与资源回收基础,已匹配（产业分类+园区名称）,4
能源电力,绿色环保与资源循环产业链,下游,node-033,园区、市政与企业绿色运营,已匹配（产业分类+园区名称）,4
能源电力,绿色环保与资源循环产业链,中游,node-032,污染治理与节能降碳服务,已匹配（产业分类+园区名称）,4
航空航天,空天装备与低空经济产业链,上游,node-037,航空航天材料、零部件与核心系统,已匹配（产业分类）,41
航空航天,空天装备与低空经济产业链,下游,node-039,低空运营、空域服务与场景应用,已匹配（产业分类）,41
航空航天,空天装备与低空经济产业链,中游,node-038,空天装备制造与低空飞行器,已匹配（产业分类）,41
装备制造,医药生物与医疗健康产业链,下游,node-012,医疗服务、临床应用与健康管理,已匹配（产业分类+园区名称）,1
装备制造,医药生物与医疗健康产业链,中游,node-011,药械生产、医疗装备与数字平台,已匹配（产业分类+园区名称）,1
装备制造,新材料产业链,上游,node-034,矿物、化工与基础材料原料,已匹配（产业分类+园区名称）,1
装备制造,新材料产业链,下游,node-036,材料应用与高端制造配套,已匹配（产业分类+园区名称）,1
装备制造,新材料产业链,中游,node-035,先进材料制备与加工,已匹配（产业分类+园区名称）,1
装备制造,新能源与电力装备产业链,上游,node-013,新能源材料、电芯与发电设备,已匹配（产业分类+园区名称）,1
装备制造,新能源与电力装备产业链,下游,node-015,电力消纳、能源服务与场景应用,已匹配（产业分类+园区名称）,1
装备制造,新能源与电力装备产业链,中游,node-014,发电、储能与输配电装备,已匹配（产业分类+园区名称）,21
装备制造,新能源与电力装备产业链,中游,node-014,发电、储能与输配电装备,已匹配（产业分类）,700
装备制造,机器人产业链,上游,node-040,核心零部件、控制器与传感系统,已匹配（产业分类+园区名称）,21
装备制造,机器人产业链,上游,node-040,核心零部件、控制器与传感系统,已匹配（产业分类）,700
装备制造,机器人产业链,下游,node-042,工业、服务与特种场景应用,已匹配（产业分类+园区名称）,21
装备制造,机器人产业链,下游,node-042,工业、服务与特种场景应用,已匹配（产业分类）,700
装备制造,机器人产业链,中游,node-041,机器人本体制造与系统集成,已匹配（产业分类+园区名称）,21
装备制造,机器人产业链,中游,node-041,机器人本体制造与系统集成,已匹配（产业分类）,700
装备制造,汽车与智能网联汽车产业链,上游,node-022,汽车材料、零部件与电子电气,已匹配（产业分类+园区名称）,2
装备制造,汽车与智能网联汽车产业链,下游,node-024,出行服务、后市场与自动驾驶应用,已匹配（产业分类+园区名称）,12
装备制造,汽车与智能网联汽车产业链,中游,node-023,整车制造与智能网联系统集成,已匹配（产业分类+园区名称）,12
装备制造,空天装备与低空经济产业链,中游,node-038,空天装备制造与低空飞行器,已匹配（产业分类+园区名称）,21
装备制造,空天装备与低空经济产业链,中游,node-038,空天装备制造与低空飞行器,已匹配（产业分类）,700
装备制造,绿色环保与资源循环产业链,上游,node-031,环保装备、监测与资源回收基础,已匹配（产业分类+园区名称）,3
装备制造,绿色环保与资源循环产业链,下游,node-033,园区、市政与企业绿色运营,已匹配（产业分类+园区名称）,3
装备制造,绿色环保与资源循环产业链,中游,node-032,污染治理与节能降碳服务,已匹配（产业分类+园区名称）,3
装备制造,高端装备与智能制造产业链,上游,node-004,关键基础件与工业母机,已匹配（产业分类+园区名称）,21
装备制造,高端装备与智能制造产业链,上游,node-004,关键基础件与工业母机,已匹配（产业分类）,700
装备制造,高端装备与智能制造产业链,下游,node-006,行业智能制造应用与运维,已匹配（产业分类+园区名称）,21
装备制造,高端装备与智能制造产业链,下游,node-006,行业智能制造应用与运维,已匹配（产业分类）,700
装备制造,高端装备与智能制造产业链,中游,node-005,高端装备制造与激光加工,已匹配（产业分类+园区名称）,21
装备制造,高端装备与智能制造产业链,中游,node-005,高端装备制造与激光加工,已匹配（产业分类）,700
轻工业,新材料产业链,上游,node-034,矿物、化工与基础材料原料,已匹配（产业分类+园区名称）,1
轻工业,新材料产业链,下游,node-036,材料应用与高端制造配套,已匹配（产业分类+园区名称）,1
轻工业,新材料产业链,中游,node-035,先进材料制备与加工,已匹配（产业分类+园区名称）,1
轻工业,智能物联与消费电子产业链,下游,node-018,智慧家庭、行业物联与消费场景,已匹配（产业分类+园区名称）,3
轻工业,智能物联与消费电子产业链,下游,node-018,智慧家庭、行业物联与消费场景,已匹配（产业分类）,148
轻工业,汽车与智能网联汽车产业链,下游,node-024,出行服务、后市场与自动驾驶应用,已匹配（产业分类+园区名称）,1
轻工业,汽车与智能网联汽车产业链,中游,node-023,整车制造与智能网联系统集成,已匹配（产业分类+园区名称）,1
轻工业,纺织产业链,下游,node-051,服装家纺、品牌渠道与终端消费,已匹配（产业分类+园区名称）,3
轻工业,纺织产业链,下游,node-051,服装家纺、品牌渠道与终端消费,已匹配（产业分类）,148
轻工业,绿色环保与资源循环产业链,上游,node-031,环保装备、监测与资源回收基础,已匹配（产业分类+园区名称）,1
轻工业,绿色环保与资源循环产业链,下游,node-033,园区、市政与企业绿色运营,已匹配（产业分类+园区名称）,1
轻工业,绿色环保与资源循环产业链,中游,node-032,污染治理与节能降碳服务,已匹配（产业分类+园区名称）,1
轻工业,食品饮料产业链,下游,node-027,品牌渠道、餐饮零售与消费服务,已匹配（产业分类+园区名称）,3
轻工业,食品饮料产业链,下游,node-027,品牌渠道、餐饮零售与消费服务,已匹配（产业分类）,148
金融保险,数据要素与数字经济产业链,下游,node-003,数字经济场景应用与内容创意,已匹配（产业分类+园区名称）,1
金融保险,数据要素与数字经济产业链,下游,node-003,数字经济场景应用与内容创意,已匹配（产业分类）,51
金融保险,数据要素与数字经济产业链,中游,node-002,数据治理、流通与服务,已匹配（产业分类+园区名称）,1
金融保险,数据要素与数字经济产业链,中游,node-002,数据治理、流通与服务,已匹配（产业分类）,51
金融保险,汽车与智能网联汽车产业链,下游,node-024,出行服务、后市场与自动驾驶应用,已匹配（产业分类+园区名称）,1
金融保险,汽车与智能网联汽车产业链,中游,node-023,整车制造与智能网联系统集成,已匹配（产业分类+园区名称）,1
金融保险,软件与数字安全产业链,下游,node-057,政企数字化、可信流通与安全运营,已匹配（产业分类+园区名称）,1
金融保险,软件与数字安全产业链,下游,node-057,政企数字化、可信流通与安全运营,已匹配（产业分类）,51
金融保险,软件与数字安全产业链,中游,node-056,应用软件、区块链平台与安全产品,已匹配（产业分类+园区名称）,1
金融保险,软件与数字安全产业链,中游,node-056,应用软件、区块链平台与安全产品,已匹配（产业分类）,51
食品饮料,食品饮料产业链,上游,node-025,农产品原料与食品配料,已匹配（产业分类）,96
食品饮料,食品饮料产业链,下游,node-027,品牌渠道、餐饮零售与消费服务,已匹配（产业分类）,96
食品饮料,食品饮料产业链,中游,node-026,食品饮料加工制造,已匹配（产业分类）,96
高新技术,,,,,待人工研判,38
高新技术,新材料产业链,上游,node-034,矿物、化工与基础材料原料,已匹配（园区名称关键词）,1
高新技术,新材料产业链,下游,node-036,材料应用与高端制造配套,已匹配（园区名称关键词）,1
高新技术,新材料产业链,中游,node-035,先进材料制备与加工,已匹配（园区名称关键词）,1
